gp_code,gp_name,elevation_mean,elevation_std,elevation_min,elevation_max,slope_mean
185913,AURANGPUR,583.2,22.6,542.6,630.6,2.19
185269,BHAGADI,584.0,22.7,543.2,631.5,2.2
185997,PIMPRI KAVAL,570.8,21.2,532.7,615.2,1.97
185974,MANGALUR,572.8,21.4,534.3,617.7,2.01
185810,CHANDGAON,507.9,16.2,480.0,542.0,1.33
185647,KHANOTA,511.2,16.2,481.9,545.3,1.33
185666,NAYGAON,512.1,16.2,482.8,546.2,1.33
185693,VATLUJ,512.9,16.2,483.7,547.0,1.33
185659,MALTHAN,514.7,16.2,485.4,548.8,1.33
185637,HINGANIBERDI,516.0,16.2,486.7,550.1,1.33
185681,SHIRAPUR,515.4,16.2,486.1,549.5,1.33
185673,PEDGAON,516.1,16.2,486.8,550.2,1.33
185689,VADGAON DAREKAR,517.4,16.2,488.1,551.5,1.33
185628,DEULGAONRAJE,517.0,16.2,487.7,551.1,1.33
185616,ALEGAON,518.4,16.2,489.2,552.5,1.33
185616,ALEGAON,521.9,16.2,492.7,556.1,1.33
,,522.1,16.2,492.9,556.2,1.33
185650,KHORODI,520.0,16.2,490.8,554.2,1.33
185656,LINGALI,522.2,16.2,492.9,556.3,1.33
185658,MALADPATAS,521.3,16.2,492.1,555.4,1.33
185620,BORIBEL,518.1,16.2,488.9,552.2,1.33
185661,NANDADEVI,518.9,16.2,489.7,553.0,1.33
185678,RAVANGAON,519.2,16.2,490.0,553.4,1.33
185442,SHIRSUPHAL,521.6,16.2,492.3,555.7,1.33
185381,GADIKHEL,521.2,16.2,492.0,555.3,1.33
185433,PARWADI,518.4,16.2,489.2,552.5,1.33
185882,SHETPHALGADHE,516.6,16.2,487.4,550.8,1.33
185866,PIMPALE,515.1,16.2,485.8,549.2,1.33
185427,NIMBODI,516.2,16.2,487.0,550.4,1.33
185645,KHADAKI,516.8,16.2,487.6,550.9,1.33
185657,LONARWADI,515.9,16.2,486.7,550.1,1.33
185623,CHINCHOLI,514.5,16.2,485.3,548.7,1.33
185804,BHIGWAN,513.1,16.2,483.8,547.2,1.33
,,513.2,16.2,484.0,547.3,1.33
185677,RAJEGAON,512.4,16.2,483.2,546.6,1.33
185816,DIKASAL,512.2,16.2,482.9,546.3,1.33
185887,TAKRARWADI,512.6,16.2,483.4,546.8,1.33
,,513.1,16.2,483.8,547.2,1.33
185850,MADANWADI,514.2,16.2,484.9,548.3,1.33
185843,KUMBHARGOAN,512.4,16.2,483.1,546.5,1.33
185799,BHADALWADI,512.8,16.2,483.6,547.0,1.33
185871,PONDWADI,513.8,16.2,484.5,547.9,1.33
185792,AKOLE,514.0,16.2,484.7,548.1,1.33
185834,KALAS,512.2,16.2,482.9,546.3,1.33
185884,SHINDEWADI,515.3,16.2,486.1,549.4,1.33
185841,KAZAD,514.3,16.2,485.1,548.4,1.33
185857,NIMBODI,516.5,16.2,487.3,550.6,1.33
185845,LAKADI,516.7,16.2,487.5,550.9,1.33
185860,NIRGUDE,515.3,16.2,486.1,549.5,1.33
185853,MHASOBAWADI,517.0,16.2,487.7,551.1,1.33
185440,SAVAL,518.7,16.2,489.4,552.8,1.33
185386,JAINAKWADI,518.4,16.2,489.2,552.6,1.33
185403,KATPHAL,520.1,16.2,490.9,554.2,1.33
185383,GOJUBABI,522.9,16.2,493.6,557.0,1.33
,,521.9,16.2,492.6,556.0,1.33
185456,VANJARWADI,520.1,16.2,490.8,554.2,1.33
,,520.2,16.2,490.9,554.3,1.33
,,520.7,16.2,491.5,554.9,1.33
185436,PIMPALI,519.6,16.2,490.3,553.7,1.33
185393,KANHERI,518.7,16.2,489.4,552.8,1.33
185397,KATEWADI,517.6,16.2,488.3,551.7,1.33
185377,DHEKALWADI,517.7,16.2,488.4,551.8,1.33
185891,TAWSHI,516.8,16.2,487.6,551.0,1.33
185446,SONGAON,518.3,16.2,489.1,552.4,1.33
185460,ZARGADWADI,519.4,16.2,490.2,553.5,1.33
185379,DORLEWADI,520.8,16.2,491.5,554.9,1.33
185384,GUNWADI,521.5,16.2,492.3,555.6,1.33
185429,NIRAVAGAJ,523.3,16.2,494.0,557.4,1.33
185420,MEKHALI,520.5,16.2,491.3,554.6,1.33
185382,GHADAGEWADI,521.8,16.2,492.6,556.0,1.33
185844,KURAVALI,514.8,16.2,485.6,549.0,1.33
185828,JAMB,515.4,16.2,486.1,549.5,1.33
185852,MANKARWADI,515.8,16.2,486.5,549.9,1.33
185893,UDHAT,516.2,16.2,486.9,550.3,1.33
,,516.2,16.2,487.0,550.3,1.33
185865,PAWARWADI,515.6,16.2,486.4,549.8,1.33
259679,SAPKALWADI,516.5,16.2,487.2,550.6,1.33
185876,SANSAR,515.8,16.2,486.6,550.0,1.33
185826,JACHAKVASTI,515.1,16.2,485.9,549.2,1.33
185798,BELAWADI,514.4,16.2,485.2,548.5,1.33
185892,THORATWADI,515.0,16.2,485.7,549.1,1.33
185847,LASURNE,513.6,16.2,484.4,547.7,1.33
185808,BORI,513.9,16.2,484.6,548.0,1.33
,,513.4,16.2,484.1,547.5,1.33
185801,BHARANEWADI,512.1,16.2,482.9,546.3,1.33
,,512.9,16.2,483.7,547.0,1.33
185872,RANGOAN,512.1,16.2,482.9,546.2,1.33
185870,PITHEWADI,513.8,16.2,484.5,547.9,1.33
185811,CHIKHALI,514.0,16.2,484.7,548.1,1.33
185833,KALAMB,512.6,16.2,483.3,546.7,1.33
185858,NIMSAKHAR,511.0,16.2,481.7,545.1,1.33
185859,NIRWANGI,509.9,16.2,480.6,544.0,1.33
185878,SARAPHWADI,509.4,16.2,480.2,543.5,1.33
185869,PITAKESHWAR,509.0,16.2,480.0,543.2,1.33
185820,GHORPADWADI,510.0,16.2,480.8,544.1,1.33
185823,GOTANDI,509.7,16.2,480.5,543.8,1.33
185831,KACHARWADI N.K.,509.2,16.2,480.0,543.3,1.33
185898,VYAHALI,509.5,16.2,480.2,543.6,1.33
185881,SHELGOAN,510.8,16.2,481.5,544.9,1.33
185824,HAGARWADI,510.5,16.2,481.3,544.6,1.33
185885,SHIRSATWADI,511.1,16.2,481.9,545.3,1.33
185793,ATHURNE,512.0,16.2,482.7,546.1,1.33
185832,KADBANWADI,510.5,16.2,481.3,544.6,1.33
185875,RUI,510.4,16.2,481.2,544.6,1.33
185814,DALAJ NO.1,511.5,16.2,482.3,545.7,1.33
185815,DALAJ NO.3,510.9,16.2,481.6,545.0,1.33
185863,PALASDEV,509.5,16.2,480.2,543.6,1.33
185848,LONI DEVKAR,508.6,16.2,480.0,542.7,1.33
185855,NHAVI,509.3,16.2,480.1,543.5,1.33
185892,THORATWADI,510.0,16.2,480.8,544.2,1.33
185840,KOUTHALI,508.6,16.2,480.0,542.7,1.33
185806,BIJWADI,507.5,16.2,480.0,541.6,1.33
185796,BALPUDI,508.3,16.2,480.0,542.4,1.33
185803,BHAWADI,508.1,16.2,480.0,542.2,1.33
185790,AGOTI NO.2,507.5,16.2,480.0,541.6,1.33
185896,WARKUTE BK.,507.7,16.2,480.0,541.8,1.33
299397,Karewadi,507.3,16.2,480.0,541.4,1.33
185836,KALTHAN NO.1,506.8,16.2,480.0,540.9,1.33
185789,AGOTI NO.1,507.1,16.2,480.0,541.3,1.33
185835,KALASHI,506.8,16.2,480.0,540.9,1.33
185819,GANJEVALAN,506.3,16.2,480.0,540.5,1.33
185837,KALTHAN NO.2,506.5,16.2,480.0,540.6,1.33
185817,GALANDWADI NO.1,506.5,16.2,480.0,540.6,1.33
,,506.4,16.2,480.0,540.5,1.33
185889,TARANGWADI,507.1,16.2,480.0,541.2,1.33
185856,NIMGAON KETAKI,508.5,16.2,480.0,542.6,1.33
185897,WARKUTE KH.,508.1,16.2,480.0,542.2,1.33
261946,GAKHOLI,507.3,16.2,480.0,541.5,1.33
185900,ZHAGADEWADI,507.3,16.2,480.0,541.4,1.33
185839,KATI,508.2,16.2,480.0,542.3,1.33
185873,REDA,508.5,16.2,480.0,542.6,1.33
185883,SHETPHAL HAVELI,507.4,16.2,480.0,541.6,1.33
185886,SURWAD,506.8,16.2,480.0,540.9,1.33
185864,PANDHARWADI,507.3,16.2,480.0,541.4,1.33
185899,WADAPURI,506.8,16.2,480.0,540.9,1.33
185794,AWSARI GROUP,506.2,16.2,480.0,540.3,1.33
185800,BHANDGAON,506.3,16.2,480.0,540.5,1.33
185795,BABHULGAON,505.5,16.2,480.0,539.6,1.33
185802,BHATNIMGAON,505.8,16.2,480.0,539.9,1.33
185818,GALANDWADI NO.2,505.8,16.2,480.0,540.0,1.33
185877,SARDEWADI,505.5,16.2,480.0,539.6,1.33
185825,HINGANGAON,505.1,16.2,480.0,539.2,1.33
185880,SHAHA,505.2,16.2,480.0,539.3,1.33
185838,KANDALGAON,504.6,16.2,480.0,538.7,1.33
185890,TARATGAON,504.8,16.2,480.0,538.9,1.33
,,505.1,16.2,480.0,539.2,1.33
185791,AJOTI,505.3,16.2,480.0,539.4,1.33
185851,MALWADI,505.8,16.2,480.0,540.0,1.33
185868,PIMPRI KH.,505.9,16.2,480.0,540.0,1.33
185862,PADASATHAL,505.5,16.2,480.0,539.6,1.33
185854,NARSINHPUR,504.8,16.2,480.0,538.9,1.33
185821,GIRWI,505.0,16.2,480.0,539.1,1.33
185888,TANNU,505.2,16.2,480.0,539.4,1.33
185867,PIMPARI BK.,505.6,16.2,480.0,539.7,1.33
185822,GONDI,505.4,16.2,480.0,539.5,1.33
185822,GONDI,506.0,16.2,480.0,540.1,1.33
185849,LUMEWADI,506.1,16.2,480.0,540.3,1.33
185861,NIRNIMGAON,507.6,16.2,480.0,541.7,1.33
185879,SARATI,506.6,16.2,480.0,540.7,1.33
185830,KACHARWADI BAWADA,507.1,16.2,480.0,541.2,1.33
185797,BAWADA,506.6,16.2,480.0,540.8,1.33
185894,WAKILWASTI,506.4,16.2,480.0,540.5,1.33
185894,WAKILWASTI,506.9,16.2,480.0,541.0,1.33
185805,BHODANI,507.5,16.2,480.0,541.6,1.33
185846,LAKHEWADI,507.8,16.2,480.0,541.9,1.33
185870,PITHEWADI,507.5,16.2,480.0,541.7,1.33
185809,CHAKATI,508.5,16.2,480.0,542.7,1.33
185874,REDANI,508.7,16.2,480.0,542.9,1.33
185842,KHOROCHI,509.8,16.2,480.5,543.9,1.33
185807,BORATWADI,509.3,16.2,480.0,543.4,1.33
